,Branch,Branch Location,Customer type,Gender,Product line,Unit price,Quantity,Tax 5%,Items Selling Price,Payment Type,cogs,gross margin percentage,gross income,Rating,DateTime
12,A,Lagos,Normal,Male,Electronic accessories,12441.6,5,3110.4,65318.4,Epay,62208.00000000001,4.761904762,3110.4,9.9,2019-02-17 11:15:00
13,A,Lagos,Member,Male,Sports and travel,31906.8,3,4786.02,100506.42,Epay,95720.4,4.761904762,4786.02,6.0,2019-03-02 17:36:00
14,A,Lagos,Member,Female,Home and lifestyle,18932.4,8,7572.959999999999,159032.16,Card,151459.2,4.761904762,7572.959999999999,8.5,2019-03-22 19:20:00
15,A,Lagos,Normal,Female,Fashion accessories,31561.2,2,3156.1200000000003,66278.52,Card,63122.4,4.761904762,3156.1200000000003,7.7,2019-03-10 12:17:00
16,A,Lagos,Normal,Male,Health and beauty,8960.4,9,4032.18,84675.78,Cash,80643.59999999999,4.761904762,4032.18,7.4,2019-03-15 15:36:00
17,A,Lagos,Normal,Male,Health and beauty,34768.8,2,3476.88,73014.48,Card,69537.6,4.761904762,3476.88,5.1,2019-03-15 10:12:00
18,A,Lagos,Member,Male,Sports and travel,22543.2,5,5635.8,118351.8,Epay,112716.0,4.761904762,5635.8,7.0,2019-03-10 19:15:00
19,A,Lagos,Normal,Female,Electronic accessories,21916.8,9,9862.56,207113.76,Epay,197251.2,4.761904762,9862.56,4.7,2019-01-15 17:17:00
20,A,Lagos,Member,Female,Food and beverages,16052.4,5,4013.1,84275.1,Cash,80262.0,4.761904762,4013.1,8.5,2019-02-10 15:10:00
21,A,Lagos,Member,Male,Home and lifestyle,15962.4,2,1596.24,33521.03999999999,Cash,31924.800000000003,4.761904762,1596.24,5.8,2019-03-27 11:26:00
22,A,Lagos,Normal,Male,Health and beauty,32256.0,8,12902.4,270950.4,Epay,258048.0,4.761904762,12902.4,6.6,2019-02-07 11:28:00
23,A,Lagos,Member,Female,Home and lifestyle,26046.0,10,13022.999999999998,273483.0,Cash,260460.0,4.761904762,13022.999999999998,5.4,2019-01-20 15:55:00
24,A,Lagos,Member,Male,Sports and travel,5691.6,10,2845.8,59761.8,Card,56916.0,4.761904762,2845.8,8.6,2019-03-06 12:27:00
25,A,Lagos,Member,Male,Health and beauty,5713.2,10,2856.6,59988.6,Cash,57131.99999999999,4.761904762,2856.6,5.8,2019-03-13 16:40:00
26,A,Lagos,Normal,Male,Sports and travel,28357.2,10,14178.6,297750.60000000003,Cash,283572.0,4.761904762,14178.6,6.4,2019-01-24 10:04:00
27,A,Lagos,Member,Female,Health and beauty,6598.799999999999,1,329.94,6928.740000000001,Cash,6598.799999999999,4.761904762,329.94,4.3,2019-02-02 18:50:00
28,A,Lagos,Normal,Male,Home and lifestyle,26881.2,9,12096.54,254027.34,Epay,241930.8,4.761904762,12096.54,9.4,2019-01-22 10:55:00
29,A,Lagos,Member,Female,Fashion accessories,7203.6,9,3241.62,68074.02,Card,64832.4,4.761904762,3241.62,5.7,2019-01-12 15:48:00
30,A,Lagos,Member,Male,Food and beverages,17776.8,7,6221.88,130659.48,Card,124437.6,4.761904762,6221.88,7.3,2019-03-27 20:35:00
31,A,Lagos,Normal,Male,Sports and travel,15289.2,1,764.46,16053.66,Cash,15289.2,4.761904762,764.46,5.7,2019-01-02 16:57:00
32,A,Lagos,Member,Female,Sports and travel,7912.8,7,2769.48,58159.08,Epay,55389.600000000006,4.761904762,2769.48,5.1,2019-01-10 16:42:00
33,A,Lagos,Normal,Male,Electronic accessories,34977.6,1,1748.88,36726.48,Epay,34977.6,4.761904762,1748.88,7.2,2019-03-08 20:38:00
34,A,Lagos,Normal,Male,Food and beverages,18990.0,3,2848.5,59818.5,Epay,56970.0,4.761904762,2848.5,9.3,2019-03-23 10:16:00
35,A,Lagos,Normal,Male,Food and beverages,20973.6,6,6292.079999999999,132133.68,Cash,125841.6,4.761904762,6292.079999999999,9.9,2019-03-28 16:44:00
36,A,Lagos,Member,Male,Electronic accessories,31921.2,10,15960.6,335172.6,Epay,319212.0,4.761904762,15960.6,7.3,2019-01-12 14:50:00
37,A,Lagos,Normal,Male,Sports and travel,22366.8,6,6710.04,140910.84000000003,Cash,134200.8,4.761904762,6710.04,7.4,2019-03-22 20:19:00
38,A,Lagos,Member,Male,Home and lifestyle,20905.2,9,9407.34,197554.14,Epay,188146.8,4.761904762,9407.34,4.3,2019-01-19 20:07:00
39,A,Lagos,Normal,Female,Food and beverages,3945.6,10,1972.8,41428.8,Epay,39456.0,4.761904762,1972.8,6.0,2019-02-02 20:48:00
40,A,Lagos,Normal,Female,Electronic accessories,35841.6,8,14336.64,301069.44,Card,286732.8,4.761904762,14336.64,5.2,2019-02-14 17:03:00
41,A,Lagos,Normal,Female,Home and lifestyle,33728.4,7,11804.94,247903.74,Card,236098.8,4.761904762,11804.94,4.5,2019-03-10 18:44:00
42,A,Lagos,Normal,Female,Sports and travel,11610.0,5,2902.5,60952.5,Cash,58050.0,4.761904762,2902.5,9.0,2019-01-27 13:26:00
43,A,Lagos,Member,Female,Sports and travel,33166.8,6,9950.04,208950.84,Cash,199000.8,4.761904762,9950.04,8.3,2019-03-06 20:34:00
44,A,Lagos,Normal,Female,Electronic accessories,9471.6,5,2367.9,49725.9,Card,47358.00000000001,4.761904762,2367.9,8.8,2019-01-18 20:59:00
45,A,Lagos,Member,Female,Home and lifestyle,12391.2,6,3717.36,78064.56,Cash,74347.2,4.761904762,3717.36,9.8,2019-02-18 15:39:00
46,A,Lagos,Normal,Male,Sports and travel,26100.0,8,10440.0,219240.0,Epay,208800.0,4.761904762,10440.0,9.2,2019-03-16 19:25:00
47,A,Lagos,Normal,Female,Home and lifestyle,28062.0,6,8418.6,176790.6,Epay,168372.0,4.761904762,8418.6,8.0,2019-01-21 16:37:00
48,A,Lagos,Member,Female,Fashion accessories,10850.4,10,5425.2,113929.2,Epay,108504.0,4.761904762,5425.2,9.2,2019-02-10 12:28:00
49,A,Lagos,Normal,Male,Health and beauty,11685.6,8,4674.240000000001,98159.04,Card,93484.8,4.761904762,4674.240000000001,4.9,2019-03-27 13:48:00
50,A,Lagos,Normal,Male,Fashion accessories,29966.4,9,13484.88,283182.48000000004,Card,269697.6,4.761904762,13484.88,7.4,2019-01-29 11:56:00
51,A,Lagos,Member,Male,Food and beverages,33224.4,5,8306.1,174428.1,Card,166122.0,4.761904762,8306.1,9.0,2019-02-20 15:55:00
52,A,Lagos,Normal,Male,Sports and travel,22928.4,1,1146.42,24074.82,Cash,22928.4,4.761904762,1146.42,6.0,2019-02-25 16:21:00
53,A,Lagos,Normal,Male,Food and beverages,16484.4,7,5769.539999999999,121160.34,Card,115390.8,4.761904762,5769.539999999999,7.0,2019-03-13 19:44:00
54,A,Lagos,Normal,Male,Fashion accessories,35632.8,10,17816.4,374144.4,Card,356328.0,4.761904762,17816.4,8.7,2019-02-08 16:20:00
55,A,Lagos,Normal,Male,Food and beverages,18460.8,6,5538.24,116303.04,Cash,110764.8,4.761904762,5538.24,6.5,2019-01-19 16:31:00
56,A,Lagos,Member,Male,Sports and travel,25027.2,7,8759.519999999999,183949.92,Card,175190.4,4.761904762,8759.519999999999,8.5,2019-02-01 15:10:00
57,A,Lagos,Normal,Male,Health and beauty,25203.6,5,6300.900000000001,132318.9,Epay,126018.0,4.761904762,6300.900000000001,5.5,2019-01-03 11:36:00
58,A,Lagos,Member,Male,Home and lifestyle,12182.4,9,5482.08,115123.68,Epay,109641.6,4.761904762,5482.08,8.8,2019-03-21 16:21:00
59,A,Lagos,Member,Male,Food and beverages,7981.200000000001,8,3192.48,67042.07999999999,Card,63849.600000000006,4.761904762,3192.48,9.6,2019-03-03 17:01:00
60,A,Lagos,Normal,Male,Food and beverages,26596.8,6,7979.040000000001,167559.84,Epay,159580.8,4.761904762,7979.040000000001,4.4,2019-03-23 19:16:00
61,A,Lagos,Member,Male,Sports and travel,5580.0,10,2790.0,58590.0,Epay,55800.0,4.761904762,2790.0,8.0,2019-03-23 10:55:00
62,A,Lagos,Normal,Female,Sports and travel,4442.4,7,1554.84,32651.64,Card,31096.8,4.761904762,1554.84,6.7,2019-03-04 11:19:00
63,A,Lagos,Normal,Male,Home and lifestyle,26665.2,1,1333.26,27998.46,Epay,26665.2,4.761904762,1333.26,9.9,2019-02-10 12:50:00
64,A,Lagos,Normal,Male,Electronic accessories,11775.6,5,2943.9,61821.9,Card,58878.00000000001,4.761904762,2943.9,9.9,2019-03-19 11:30:00
65,A,Lagos,Normal,Female,Home and lifestyle,9104.4,1,455.22,9559.62,Epay,9104.4,4.761904762,455.22,6.1,2019-03-23 10:13:00
66,A,Lagos,Normal,Female,Health and beauty,8290.800000000001,9,3730.86,78348.06,Epay,74617.2,4.761904762,3730.86,7.9,2019-01-03 12:02:00
67,A,Lagos,Normal,Male,Electronic accessories,9442.8,9,4249.26,89234.46,Epay,84985.2,4.761904762,4249.26,5.9,2019-01-25 20:24:00
68,A,Lagos,Normal,Male,Home and lifestyle,6580.8,1,329.04,6909.840000000001,Card,6580.8,4.761904762,329.04,8.3,2019-03-22 15:05:00
69,A,Lagos,Member,Female,Electronic accessories,34070.4,3,5110.56,107321.76,Cash,102211.2,4.761904762,5110.56,5.5,2019-02-21 16:55:00
70,A,Lagos,Normal,Male,Food and beverages,15570.0,2,1557.0,32697.0,Cash,31140.0,4.761904762,1557.0,6.2,2019-03-20 15:56:00
71,A,Lagos,Normal,Female,Home and lifestyle,22831.2,8,9132.48,191782.08,Epay,182649.6,4.761904762,9132.48,7.4,2019-03-11 12:55:00
72,A,Lagos,Member,Male,Health and beauty,18698.4,10,9349.2,196333.2,Epay,186984.0,4.761904762,9349.2,6.5,2019-03-09 18:24:00
73,A,Lagos,Normal,Female,Sports and travel,33530.4,2,3353.04,70413.84000000001,Epay,67060.8,4.761904762,3353.04,4.1,2019-01-20 18:09:00
74,A,Lagos,Normal,Male,Fashion accessories,32288.4,1,1614.4199999999998,33902.82,Epay,32288.4,4.761904762,1614.4199999999998,4.9,2019-01-11 11:20:00
75,A,Lagos,Normal,Male,Food and beverages,8978.4,9,4040.28,84845.88,Card,80805.6,4.761904762,4040.28,5.6,2019-01-11 16:49:00
76,A,Lagos,Normal,Male,Health and beauty,21517.2,2,2151.7200000000003,45186.12,Card,43034.4,4.761904762,2151.7200000000003,5.8,2019-03-11 12:01:00
77,A,Lagos,Member,Male,Home and lifestyle,22554.0,4,4510.8,94726.8,Cash,90216.0,4.761904762,4510.8,4.2,2019-01-05 11:25:00
78,A,Lagos,Member,Male,Home and lifestyle,17132.4,8,6852.959999999999,143912.16,Cash,137059.2,4.761904762,6852.959999999999,5.7,2019-01-01 14:47:00
79,A,Lagos,Member,Male,Fashion accessories,6458.400000000001,5,1614.6,33906.6,Epay,32292.0,4.761904762,1614.6,6.8,2019-01-23 14:04:00
80,A,Lagos,Member,Male,Electronic accessories,27979.2,4,5595.84,117512.64,Card,111916.8,4.761904762,5595.84,8.8,2019-01-07 16:11:00
81,A,Lagos,Normal,Male,Home and lifestyle,8550.0,4,1710.0,35910.0,Cash,34200.0,4.761904762,1710.0,5.2,2019-03-16 11:22:00
82,A,Lagos,Member,Male,Home and lifestyle,21204.0,8,8481.6,178113.6,Cash,169632.0,4.761904762,8481.6,8.9,2019-01-06 11:23:00
83,A,Lagos,Member,Male,Electronic accessories,23886.0,1,1194.3,25080.300000000003,Card,23886.0,4.761904762,1194.3,9.7,2019-01-31 10:46:00
84,A,Lagos,Member,Male,Home and lifestyle,9327.6,6,2798.28,58763.880000000005,Epay,55965.600000000006,4.761904762,2798.28,8.7,2019-02-05 10:16:00
85,A,Lagos,Member,Male,Electronic accessories,11610.0,4,2322.0,48761.99999999999,Epay,46440.0,4.761904762,2322.0,6.5,2019-02-13 12:38:00
86,A,Lagos,Normal,Female,Electronic accessories,27021.6,9,12159.72,255354.12,Epay,243194.4,4.761904762,12159.72,6.2,2019-03-19 13:25:00
87,A,Lagos,Member,Female,Sports and travel,8006.4,10,4003.2,84067.2,Cash,80064.0,4.761904762,4003.2,4.2,2019-02-09 11:00:00
88,A,Lagos,Member,Female,Sports and travel,35424.0,7,12398.4,260366.4,Card,247968.0,4.761904762,12398.4,8.7,2019-03-12 12:43:00
89,A,Lagos,Member,Male,Home and lifestyle,25466.4,4,5093.28,106958.88,Card,101865.6,4.761904762,5093.28,4.4,2019-01-05 16:05:00
90,A,Lagos,Member,Female,Home and lifestyle,12794.4,10,6397.2,134341.2,Epay,127944.0,4.761904762,6397.2,7.0,2019-01-04 13:34:00
91,A,Lagos,Member,Female,Home and lifestyle,7754.4,9,3489.48,73279.08,Card,69789.6,4.761904762,3489.48,8.8,2019-01-07 11:44:00
92,A,Lagos,Normal,Female,Home and lifestyle,4330.8,2,433.08,9094.68,Cash,8661.6,4.761904762,433.08,5.1,2019-01-27 15:51:00
93,A,Lagos,Member,Male,Sports and travel,15847.2,10,7923.6,166395.6,Card,158472.0,4.761904762,7923.6,9.6,2019-03-20 19:57:00
94,A,Lagos,Normal,Female,Home and lifestyle,25185.6,8,10074.24,211559.04,Card,201484.8,4.761904762,10074.24,6.4,2019-02-15 17:01:00
95,A,Lagos,Normal,Female,Sports and travel,5522.4,1,276.12,5798.52,Cash,5522.4,4.761904762,276.12,6.5,2019-01-06 11:09:00
96,A,Lagos,Member,Male,Health and beauty,35938.8,6,10781.64,226414.44,Epay,215632.8,4.761904762,10781.64,8.5,2019-03-04 15:02:00
97,A,Lagos,Member,Female,Health and beauty,17161.2,4,3432.24,72077.04000000001,Cash,68644.8,4.761904762,3432.24,9.1,2019-03-12 14:21:00
98,A,Lagos,Member,Female,Home and lifestyle,34156.8,7,11954.88,251052.48,Cash,239097.6,4.761904762,11954.88,4.2,2019-02-03 14:38:00
99,A,Lagos,Member,Female,Electronic accessories,22492.8,1,1124.64,23617.44,Cash,22492.8,4.761904762,1124.64,4.7,2019-02-18 20:29:00
100,A,Lagos,Member,Female,Food and beverages,13089.6,2,1308.96,27488.160000000003,Cash,26179.2,4.761904762,1308.96,7.1,2019-01-21 10:00:00
101,A,Lagos,Member,Male,Home and lifestyle,28216.8,6,8465.039999999999,177765.84000000003,Epay,169300.8,4.761904762,8465.039999999999,5.8,2019-01-10 14:16:00
102,A,Lagos,Member,Male,Home and lifestyle,21603.6,4,4320.72,90735.12,Cash,86414.4,4.761904762,4320.72,4.5,2019-01-25 15:54:00
103,A,Lagos,Normal,Female,Electronic accessories,18428.4,4,3685.68,77399.28,Card,73713.59999999999,4.761904762,3685.68,4.7,2019-03-18 17:15:00
104,A,Lagos,Member,Male,Electronic accessories,25992.0,7,9097.2,191041.2,Epay,181944.0,4.761904762,9097.2,4.3,2019-03-26 20:14:00
105,A,Lagos,Normal,Female,Sports and travel,14482.8,7,5068.9800000000005,106448.58,Cash,101379.6,4.761904762,5068.9800000000005,9.6,2019-03-30 13:22:00
106,A,Lagos,Member,Female,Home and lifestyle,31964.4,8,12785.76,268500.96,Cash,255715.2,4.761904762,12785.76,4.1,2019-02-17 17:09:00
107,A,Lagos,Member,Female,Electronic accessories,9532.8,3,1429.92,30028.320000000003,Epay,28598.4,4.761904762,1429.92,4.7,2019-03-21 10:40:00
108,A,Lagos,Normal,Female,Fashion accessories,29487.6,2,2948.76,61923.96,Cash,58975.2,4.761904762,2948.76,7.8,2019-03-05 17:43:00
109,A,Lagos,Member,Female,Food and beverages,5122.8,5,1280.7,26894.7,Card,25614.000000000004,4.761904762,1280.7,4.4,2019-02-01 10:08:00
110,A,Lagos,Member,Female,Health and beauty,5598.0,9,2519.1,52901.1,Cash,50381.99999999999,4.761904762,2519.1,5.0,2019-03-07 13:12:00
111,A,Lagos,Normal,Male,Health and beauty,5493.6,6,1648.0800000000002,34609.68,Epay,32961.6,4.761904762,1648.0800000000002,9.8,2019-02-15 18:03:00
112,A,Lagos,Normal,Female,Fashion accessories,22237.2,5,5559.3,116745.3,Cash,111186.0,4.761904762,5559.3,6.7,2019-03-08 13:21:00
113,A,Lagos,Normal,Male,Home and lifestyle,7747.2,6,2324.1600000000003,48807.36,Card,46483.2,4.761904762,2324.1600000000003,9.4,2019-01-17 12:48:00
114,A,Lagos,Member,Male,Food and beverages,35920.8,5,8980.2,188584.2,Cash,179604.0,4.761904762,8980.2,5.4,2019-03-09 19:09:00
115,A,Lagos,Member,Male,Electronic accessories,13089.6,4,2617.92,54976.32000000001,Cash,52358.4,4.761904762,2617.92,7.6,2019-03-25 13:07:00
116,A,Lagos,Normal,Male,Food and beverages,11844.0,3,1776.6,37308.6,Card,35532.0,4.761904762,1776.6,9.1,2019-02-17 17:27:00
117,A,Lagos,Normal,Male,Fashion accessories,27727.2,5,6931.799999999999,145567.80000000002,Cash,138636.0,4.761904762,6931.799999999999,5.5,2019-02-03 15:59:00
118,A,Lagos,Member,Male,Food and beverages,8452.8,2,845.2800000000001,17750.88,Card,16905.6,4.761904762,845.2800000000001,7.9,2019-03-14 11:21:00
119,A,Lagos,Member,Female,Electronic accessories,10242.0,5,2560.5,53770.50000000001,Card,51210.0,4.761904762,2560.5,9.1,2019-03-21 10:17:00
120,A,Lagos,Normal,Male,Fashion accessories,27504.000000000004,9,12376.8,259912.8,Epay,247536.0,4.761904762,12376.8,7.5,2019-03-19 15:49:00
121,A,Lagos,Normal,Male,Sports and travel,16074.0,3,2411.1,50633.100000000006,Cash,48221.99999999999,4.761904762,2411.1,6.2,2019-02-14 15:04:00
122,A,Lagos,Normal,Female,Fashion accessories,28054.800000000003,9,12624.66,265117.86,Epay,252493.2,4.761904762,12624.66,7.6,2019-02-27 16:10:00
123,A,Lagos,Member,Male,Electronic accessories,25902.0,1,1295.1,27197.1,Cash,25902.0,4.761904762,1295.1,7.3,2019-02-04 12:14:00
124,A,Lagos,Normal,Male,Electronic accessories,9367.2,7,3278.5200000000004,68848.92,Cash,65570.4,4.761904762,3278.5200000000004,5.1,2019-03-28 17:38:00
125,A,Lagos,Normal,Male,Electronic accessories,18608.4,7,6512.94,136771.74,Cash,130258.8,4.761904762,6512.94,5.5,2019-01-26 18:22:00
126,A,Lagos,Member,Male,Food and beverages,29145.6,8,11658.24,244823.04,Card,233164.8,4.761904762,11658.24,7.4,2019-02-17 11:12:00
127,A,Lagos,Normal,Male,Home and lifestyle,26359.2,6,7907.759999999999,166062.96,Cash,158155.2,4.761904762,7907.759999999999,7.2,2019-01-21 17:44:00
128,A,Lagos,Member,Male,Home and lifestyle,23738.4,4,4747.679999999999,99701.28,Cash,94953.6,4.761904762,4747.679999999999,6.0,2019-03-24 10:29:00
129,A,Lagos,Member,Male,Electronic accessories,7740.0,9,3483.0000000000005,73143.0,Card,69660.0,4.761904762,3483.0000000000005,7.8,2019-03-06 12:46:00
130,A,Lagos,Normal,Female,Home and lifestyle,24152.4,5,6038.1,126800.1,Card,120762.0,4.761904762,6038.1,9.1,2019-01-03 16:47:00
131,A,Lagos,Member,Female,Fashion accessories,34812.0,5,8703.0,182763.0,Epay,174060.0,4.761904762,8703.0,7.0,2019-01-14 12:52:00
132,A,Lagos,Member,Male,Sports and travel,29638.8,4,5927.759999999999,124482.96,Card,118555.2,4.761904762,5927.759999999999,7.5,2019-01-11 10:37:00
133,A,Lagos,Normal,Female,Food and beverages,14738.4,5,3684.6,77376.6,Epay,73692.0,4.761904762,3684.6,9.9,2019-01-06 13:58:00
134,A,Lagos,Normal,Female,Health and beauty,11635.2,10,5817.6,122169.6,Card,116352.0,4.761904762,5817.6,10.0,2019-02-20 16:49:00
135,A,Lagos,Member,Male,Electronic accessories,27655.2,1,1382.76,29037.96,Epay,27655.2,4.761904762,1382.76,7.2,2019-02-13 18:27:00
136,A,Lagos,Member,Female,Sports and travel,18813.6,10,9406.8,197542.8,Card,188136.0,4.761904762,9406.8,6.2,2019-03-09 12:45:00
137,A,Lagos,Normal,Female,Health and beauty,28706.4,1,1435.32,30141.72,Epay,28706.4,4.761904762,1435.32,7.3,2019-03-06 10:36:00
138,A,Lagos,Normal,Female,Health and beauty,27900.0,5,6975.0,146475.0,Epay,139500.0,4.761904762,6975.0,4.3,2019-01-24 20:36:00
139,A,Lagos,Normal,Female,Food and beverages,19537.2,5,4884.3,102570.3,Epay,97686.0,4.761904762,4884.3,4.6,2019-03-13 14:16:00
140,A,Lagos,Member,Male,Sports and travel,24213.6,4,4842.72,101697.12,Card,96854.4,4.761904762,4842.72,8.0,2019-01-19 15:28:00
141,A,Lagos,Normal,Male,Food and beverages,4964.4,5,1241.1,26063.1,Card,24822.0,4.761904762,1241.1,7.8,2019-01-11 19:07:00
142,A,Lagos,Normal,Female,Home and lifestyle,20350.8,4,4070.16,85473.36,Epay,81403.2,4.761904762,4070.16,5.5,2019-03-04 19:48:00
143,A,Lagos,Member,Male,Health and beauty,7549.2,5,1887.3,39633.3,Cash,37746.0,4.761904762,1887.3,7.8,2019-01-04 13:21:00
144,A,Lagos,Normal,Male,Sports and travel,9302.4,3,1395.36,29302.56,Epay,27907.2,4.761904762,1395.36,6.6,2019-03-10 18:55:00
145,A,Lagos,Normal,Male,Home and lifestyle,18334.8,8,7333.92,154012.31999999998,Epay,146678.4,4.761904762,7333.92,9.2,2019-03-22 19:36:00
146,A,Lagos,Member,Female,Electronic accessories,9079.2,7,3177.72,66732.12000000001,Cash,63554.4,4.761904762,3177.72,8.2,2019-02-04 10:23:00
147,A,Lagos,Member,Male,Health and beauty,19141.2,7,6699.42,140687.82,Cash,133988.4,4.761904762,6699.42,8.9,2019-01-21 18:01:00
148,A,Lagos,Member,Female,Home and lifestyle,32634.000000000004,10,16317.000000000002,342657.0,Epay,326340.0,4.761904762,16317.000000000002,7.3,2019-03-08 10:53:00
149,A,Lagos,Normal,Female,Electronic accessories,8445.6,6,2533.68,53207.28,Epay,50673.6,4.761904762,2533.68,6.4,2019-01-13 19:14:00
150,A,Lagos,Normal,Male,Home and lifestyle,12236.4,6,3670.920000000001,77089.32,Card,73418.4,4.761904762,3670.920000000001,7.7,2019-03-08 15:37:00
151,A,Lagos,Member,Female,Home and lifestyle,32115.6,9,14452.02,303492.42,Card,289040.4,4.761904762,14452.02,6.5,2019-01-15 15:42:00
152,A,Lagos,Normal,Female,Sports and travel,6876.000000000001,7,2406.6,50538.6,Cash,48131.99999999999,4.761904762,2406.6,9.7,2019-01-15 10:43:00
153,A,Lagos,Normal,Female,Food and beverages,22899.6,5,5724.9,120222.9,Epay,114498.0,4.761904762,5724.9,4.8,2019-03-16 12:43:00
154,A,Lagos,Normal,Male,Health and beauty,9000.0,1,450.0,9450.0,Epay,9000.0,4.761904762,450.0,5.5,2019-03-03 15:09:00
155,A,Lagos,Member,Male,Electronic accessories,7477.2,4,1495.44,31404.24,Cash,29908.8,4.761904762,1495.44,4.7,2019-01-31 13:47:00
156,A,Lagos,Member,Male,Food and beverages,18482.4,5,4620.6,97032.6,Card,92412.0,4.761904762,4620.6,9.1,2019-03-28 15:31:00
157,A,Lagos,Member,Female,Sports and travel,14417.999999999998,4,2883.6,60555.600000000006,Cash,57671.99999999999,4.761904762,2883.6,9.7,2019-01-25 11:40:00
158,A,Lagos,Member,Male,Fashion accessories,15526.8,10,7763.400000000001,163031.4,Card,155268.0,4.761904762,7763.400000000001,5.5,2019-02-02 18:31:00
159,A,Lagos,Member,Female,Electronic accessories,23198.4,5,5799.599999999999,121791.6,Cash,115992.0,4.761904762,5799.599999999999,6.6,2019-03-30 17:04:00
160,A,Lagos,Normal,Male,Health and beauty,23464.800000000003,3,3519.7200000000003,73914.12,Card,70394.4,4.761904762,3519.7200000000003,6.3,2019-02-25 20:35:00
161,A,Lagos,Normal,Female,Sports and travel,11973.6,5,2993.4,62861.4,Card,59868.00000000001,4.761904762,2993.4,4.2,2019-03-18 16:10:00
162,A,Lagos,Normal,Male,Electronic accessories,13896.0,1,694.8,14590.8,Epay,13896.0,4.761904762,694.8,6.7,2019-01-29 11:26:00
163,A,Lagos,Normal,Male,Sports and travel,13370.4,5,3342.6,70194.6,Epay,66852.0,4.761904762,3342.6,5.0,2019-01-08 13:05:00
164,A,Lagos,Normal,Male,Fashion accessories,13374.0,4,2674.8,56170.8,Epay,53496.0,4.761904762,2674.8,8.3,2019-03-23 18:59:00
165,A,Lagos,Member,Female,Fashion accessories,7077.6,10,3538.8,74314.8,Card,70776.0,4.761904762,3538.8,7.2,2019-03-15 18:20:00
166,A,Lagos,Member,Female,Sports and travel,18547.2,8,7418.88,155796.48,Cash,148377.6,4.761904762,7418.88,9.6,2019-02-02 15:47:00
167,A,Lagos,Member,Male,Electronic accessories,8704.8,8,3481.92,73120.31999999999,Epay,69638.4,4.761904762,3481.92,9.8,2019-01-28 20:54:00
168,A,Lagos,Normal,Female,Home and lifestyle,15447.6,5,3861.9,81099.9,Epay,77238.0,4.761904762,3861.9,6.1,2019-01-05 17:29:00
169,A,Lagos,Normal,Female,Fashion accessories,19540.8,7,6839.280000000001,143624.88,Epay,136785.6,4.761904762,6839.280000000001,9.3,2019-01-27 18:05:00
170,A,Lagos,Normal,Male,Electronic accessories,35838.0,7,12543.3,263409.3,Cash,250866.0,4.761904762,12543.3,7.6,2019-03-14 12:07:00
171,A,Lagos,Normal,Male,Home and lifestyle,12502.8,2,1250.2800000000002,26255.88,Epay,25005.6,4.761904762,1250.2800000000002,9.7,2019-03-01 18:14:00
172,A,Lagos,Member,Female,Home and lifestyle,13478.4,6,4043.52,84913.92,Card,80870.4,4.761904762,4043.52,5.9,2019-02-06 13:55:00
173,A,Lagos,Normal,Male,Food and beverages,29415.6,6,8824.68,185318.28,Card,176493.6,4.761904762,8824.68,8.0,2019-01-27 14:36:00
174,A,Lagos,Member,Female,Sports and travel,32907.6,5,8226.9,172764.9,Epay,164538.0,4.761904762,8226.9,7.1,2019-02-25 16:03:00
